"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부"
"3170000","3170000-202-2021-00001","20210118","","01","영업/정상","01","영업","","","","","0216001614","76.95","153803","서울특별시 금천구 가산동 685 디지털엠파이어빌딩 15층 15011502150315041513호 ","서울특별시 금천구 범안로 1130 디지털엠파이어빌딩 15층 15011502150315041513호 (가산동)","08595","주식회사 인스타짐 독산역점","20210118161728","I","2021-01-20 00:23:04.0","찜질시설서비스영업","189978.050925581    ","440363.954453659    ","찜질시설서비스영업","0","0","15","15","","","0","0","2","Y","0","","","","임대","0","2","2","0","0","Y"
"3170000","3170000-202-2021-00002","20210917","","01","영업/정상","01","영업","","","","","","217.52","153861","서울특별시 금천구 시흥동 940-3 ","서울특별시 금천구 시흥대로 104 2층 (시흥동)","08651","장수면역스파","20210917111041","I","2021-09-19 00:22:48.0","목욕장업 기타","191447.806953267    ","437915.621690013    ","목욕장업 기타","5","0","2","0","0","0","0","0","10","N","0","","","","","0","0","2","0","0","N"
"3170000","3170000-202-2004-00002","20041028","","03","폐업","02","폐업","20220811","","","","0232865959","2409.21","153841","서울특별시 금천구 시흥동 831-6","서울특별시 금천구 금하로 705 (시흥동)","08573","카멜리아 사우나","20220811111113","U","2021-12-07 23:03:00.0","공동탕업+찜질시설서비스영업","191823.026849977","438834.378061101","","","","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-202-2005-00001","20050104","","03","폐업","02","폐업","20220902","","","","0226777734","786.44","150038","서울특별시 영등포구 영등포동8가 83-2","서울특별시 영등포구 영중로 159 (영등포동8가)","07227","황토목욕탕","20220902110648","U","2021-12-09 00:04:00.0","공동탕업","191558.008889229","447593.843343674","","","","","","","","","","","","","","","","","","","","","",""
"3170000","3170000-202-2002-00007","20020512","","01","영업/정상","01","영업","","","","","02 8518607","759.00","153804","서울특별시 금천구 가산동 772번지 ","서울특별시 금천구 가산로 106 (가산동)","08532","두산뉴-그린사우나","20171122140633","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","190527.918536528    ","441484.865931033    ","공동탕업+찜질시설서비스영업","9","1","","","","","","","","N","","","","","","","","","","","N"
"3170000","3170000-202-2015-00001","20150424","","01","영업/정상","01","영업","","","","","02 8552101","2613.62","153801","서울특별시 금천구 가산동 140-36 ","서울특별시 금천구 디지털로12길 15 (가산동)","08515","벽계수 스파","20210202111042","U","2021-02-04 02:40:00.0","공동탕업+찜질시설서비스영업","190183.613319646    ","441777.324472507    ","공동탕업+찜질시설서비스영업","15","3","","","1","2","0","0","8","Y","0","","","","임대","0","11","5","0","0","N"
"3170000","3170000-202-1989-00139","19890327","","01","영업/정상","01","영업","","","","","02 8059922","522.68","153863","서울특별시 금천구 시흥동 984-0번지 ","서울특별시 금천구 시흥대로 97 A지원상가동 B14호 (시흥동)","08639","유통","20160519121308","I","2018-08-31 23:59:59.0","공동탕업","191226.287379467    ","437914.06299827     ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3170000","3170000-202-2002-00004","20020218","","01","영업/정상","01","영업","","","","","02 8052442","192.00","153857","서울특별시 금천구 시흥동 881-32번지 ","서울특별시 금천구 시흥대로68길 20 (시흥동)","08626","시흥한증막","20170517152340","I","2018-08-31 23:59:59.0","한증막업","191189.03703002     ","439322.930846802    ","한증막업","3","1","","","","","","","1","Y","","","","","","","","","","","N"
"3170000","3170000-202-1983-00164","19830504","","01","영업/정상","01","영업","","","","","02 8021153","461.08","153856","서울특별시 금천구 시흥동 846-2번지 ","서울특별시 금천구 독산로31길 24 (시흥동)","08625","자연탕","20150630144403","I","2018-08-31 23:59:59.0","공동탕업","191409.668708631    ","439377.663786356    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3170000","3170000-202-1988-00151","19880823","","01","영업/정상","01","영업","","","","","02 8072692","222.61","153854","서울특별시 금천구 시흥동 802-31 ","서울특별시 금천구 독산로40길 9 (시흥동)","08568","한양탕","20201007095324","U","2020-10-09 02:40:00.0","공동탕업","191559.579849816    ","439760.623293696    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3170000","3170000-202-1982-00179","19821216","","01","영업/정상","01","영업","","","","","02 8022417","244.42","153858","서울특별시 금천구 시흥동 901-1 ","서울특별시 금천구 시흥대로50길 12-5 (시흥동)","08630","약수탕","20211118140831","U","2021-11-20 02:40:00.0","공동탕업","191344.818487732    ","438788.346152655    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3170000","3170000-202-1986-00154","19861224","","01","영업/정상","01","영업","","","","","02 8632875","337.98","153826","서울특별시 금천구 독산동 991-19 ","서울특별시 금천구 독산로84길 9 (독산동)","08554","남경탕","20210309144335","U","2021-03-11 02:40:00.0","공동탕업+찜질시설서비스영업","191417.551106909    ","441141.200015623    ","공동탕업+찜질시설서비스영업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2005-00003","20050430","","01","영업/정상","01","영업","","","","","0221675240","936.70","150970","서울특별시 영등포구 여의도동 15번지 한섬빌딩 지하1층 ","서울특별시 영등포구 국회대로66길 3 (여의도동한섬빌딩 지하1층)","07237","현대카드 케피탈 휘트니스센터","20190417162604","U","2019-04-19 02:40:00.0","공동탕업","192743.704150512    ","447473.645928848    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2012-00001","20120612","","01","영업/정상","01","영업","","","","","02  7821003","1852.63","150896","서울특별시 영등포구 여의도동 61-5번지 리버타워 ","서울특별시 영등포구 63로 36 (여의도동 리버타워)","07345","(주)바디스타","20180122140104","I","2018-08-31 23:59:59.0","공동탕업","194504.656267957    ","446355.021491973    ","공동탕업","0","0","","","","","0","0","3","N","0","","","","","0","","","0","0","N"
"3180000","3180000-202-2007-00006","20071228","","01","영업/정상","01","영업","","","","","15229661","1306.90","150835","서울특별시 영등포구 문래동3가 55-16 지하2층 ","서울특별시 영등포구 문래로 164 (문래동3가)","07297","씨랄라","20210114104308","U","2021-01-16 02:40:00.0","공동탕업+찜질시설서비스영업","191087.758954321    ","446157.437289242    ","공동탕업+찜질시설서비스영업","40","3","0","0","3","3","0","0","2","Y","0","","","","임대","0","","","0","0","N"
"3180000","3180000-202-2002-00003","20020328","","01","영업/정상","01","영업","","","","","02 8426834","1737.76","150837","서울특별시 영등포구 신길동 7-4 ","서울특별시 영등포구 여의대방로61길 55 (신길동)","07319","동진사우나","20210309183909","U","2021-03-11 02:40:00.0","공동탕업","192952.157947715    ","445971.775399804    ","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N"
"3180000","3180000-202-1994-00481","19940909","","01","영업/정상","01","영업","","","","","02 8313942","513.55","150824","서울특별시 영등포구 대림동 1016-24번지 ","서울특별시 영등포구 대림로 88 (대림동)","07438","제일목욕탕","20190419122406","U","2019-04-21 02:40:00.0","공동탕업","191491.508134984    ","443096.527391865    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2002-00007","20020724","","03","폐업","02","폐업","20040427","","","","0226772577",".00","150095","서울특별시 영등포구 문래동5가 1번지 대림상가 지하 ","","","25시불가마 헬스사우나","20040427000000","I","2018-08-31 23:59:59.0","한증막업","190034.436613508    ","446093.483911313    ","한증막업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2001-00485","20010904","","01","영업/정상","01","영업","","","","","0226786673","318.33","150030","서울특별시 영등포구 영등포동 423-44번지 대성빌딩 ","서울특별시 영등포구 경인로 832 대성빌딩 지하층 (영등포동)","07306","대성사우나","20200324091547","U","2020-03-26 02:40:00.0","공동탕업","191568.118053558    ","445944.070237919    ","공동탕업","","","","","1","1","","","1","Y","","","","","임대","","","","","","N"
"3180000","3180000-202-2002-00010","20021226","","01","영업/정상","01","영업","","","","","02 8315117","640.00","150857","서울특별시 영등포구 신길동 4936번지 푸른숲마을상가 지하 ","서울특별시 영등포구 가마산로79길 46 (신길동푸른숲마을상가 지하)","07350","휴 푸른숲헬스사우나","20191120095419","U","2019-11-22 02:40:00.0","공동탕업","192702.306288108    ","445115.514647066    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2012-00002","20120921","","01","영업/정상","01","영업","","","","","02  848 5600","588.72","150050","서울특별시 영등포구 신길동 4934번지 삼성아파트상가 지하201 ","서울특별시 영등포구 가마산로79길 7 (신길동 삼성아파트상가 지하201)","07362","우리불가마 사우나","20120921133628","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","192445.378088921    ","444797.921491577    ","공동탕업+찜질시설서비스영업","0","1","","","","","0","0","2","Y","0","","","","임대","0","","","0","0","N"
"3180000","3180000-202-2000-00002","20001031","","01","영업/정상","01","영업","","","","","02 8440204","676.01","150814","서울특별시 영등포구 대림동 710-10번지 ","서울특별시 영등포구 대림로 157 (대림동)","07413","서윤목욕탕","20190411144637","U","2019-04-13 02:40:00.0","공동탕업","191039.739317388    ","443638.704942648    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2021-00002","20211119","","01","영업/정상","01","영업","","","","","","2744.14","150804","서울특별시 영등포구 당산동3가 558-3 THE PARK 365 ","서울특별시 영등포구 선유동1로 50 THE PARK 365 지하1층 (당산동3가)","07261","더파크 엠 사우나","20211119111718","I","2021-11-21 00:22:44.0","공동탕업+찜질시설서비스영업","190487.78435765     ","447142.741732677    ","공동탕업+찜질시설서비스영업","0","0","0","0","1","0","0","0","2","Y","0","","","","임대","0","0","0","0","0","N"
"3180000","3180000-202-1991-00473","19910131","","01","영업/정상","01","영업","","","","","02 7691919","251.00","150890","서울특별시 영등포구 여의도동 44-34번지 유니온타워 지하201호 ","서울특별시 영등포구 여의대방로65길 10 (여의도동유니온타워 지하201호)","07333","유니온사우나","20190902170240","U","2019-09-04 02:40:00.0","공동탕업","193765.78367653     ","446354.054067636    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2009-00002","20090612","","01","영업/정상","01","영업","","","","","02 8318051","650.79","150855","서울특별시 영등포구 신길동 1164번지 에어스포렉스/우주마루 ","서울특별시 영등포구 여의대방로 249 에어스포렉스/우주마루 (신길동)","07359","에어 스포렉스","20180306150017","I","2018-08-31 23:59:59.0","공동탕업","193119.546999211    ","445141.045935445    ","공동탕업","3","1","2","2","","","0","0","2","Y","0","","","","자가","0","","","0","","N"
"3180000","3180000-202-2015-00001","20150415","","03","폐업","02","폐업","20221130","","","","","263.75","150045","서울특별시 영등포구 당산동5가 9-1 88빌딩 지하1층","서울특별시 영등포구 당산로45길 7 지하1층 (당산동5가 88빌딩 )","07213","웰빙 사우나","20221130131633","U","2021-11-02 00:02:00.0","공동탕업","191143.816124225","447937.935880938","","","","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-202-2008-00003","20080501","","01","영업/정상","01","영업","","","","","02 8332366","1996.41","150813","서울특별시 영등포구 대림동 673번지 ","서울특별시 영등포구 가마산로48길 16 (대림동)","07403","신풍24시불한증막사우나","20190221142708","U","2019-02-23 02:40:00.0","공동탕업+찜질시설서비스영업","191198.334019825    ","444374.801614052    ","공동탕업+찜질시설서비스영업","4","3","0","0","1","1","0","0","2","Y","0","","","","임대","0","","","0","0","N"
"3180000","3180000-202-2015-00002","20150429","","01","영업/정상","01","영업","","","","","02  833 2789","201.76","150833","서울특별시 영등포구 도림동 268-3 정남빌딩 4층 ","서울특별시 영등포구 도영로 23 4층 (도림동 정남빌딩)","07372","고마온GOMAON","20200716110231","U","2020-07-18 02:40:00.0","찜질시설서비스영업","190722.547984778    ","445163.691375796    ","찜질시설서비스영업","0","0","4","4","","","0","0","0","Y","0","","","","임대","0","0","0","0","0","Y"
"3180000","3180000-202-2015-00004","20151118","","01","영업/정상","01","영업","","","","","","975.00","150035","서울특별시 영등포구 영등포동5가 24 ","서울특별시 영등포구 영등포로37길 4 (영등포동5가)","07250","동남사우나","20210909113237","U","2021-09-11 02:40:00.0","공동탕업+찜질시설서비스영업","191590.878296395    ","446489.41953806     ","공동탕업+찜질시설서비스영업","0","0","0","0","1","0","0","0","2","Y","0","","","","","0","1","1","0","0","N"
"3180000","3180000-202-1996-00446","19960416","","01","영업/정상","01","영업","","","","","02 8465027","395.92","150814","서울특별시 영등포구 대림동 706-4번지 ","서울특별시 영등포구 도림로 150 (대림동)","07417","청수목욕탕","20160104113458","I","2018-08-31 23:59:59.0","공동탕업","190969.754112801    ","443505.951042562    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2015-00003","20150901","","01","영업/정상","01","영업","","","","","","1002.40","150849","서울특별시 영등포구 신길동 364번지 건영아파트 상가 지층 ","서울특별시 영등포구 도림로 313 (신길동 건영아파트 상가 지층)","07380","건영스파","20190613180010","U","2019-06-15 02:40:00.0","공동탕업+찜질시설서비스영업","191202.282285647    ","444841.059497028    ","공동탕업+찜질시설서비스영업","3","1","","","1","","0","0","2","Y","0","","","","","0","2","2","0","0","N"
"3180000","3180000-202-2003-00008","20030225","","01","영업/정상","01","영업","","","","","0226755700","660.90","150809","서울특별시 영등포구 당산동6가 306-1번지 그린빌 ","서울특별시 영등포구 당산로 237 그린빌 지하23층 (당산동6가)","07222","MAN 사우나","20190618152136","U","2019-06-20 02:40:00.0","공동탕업","191290.122053654    ","448079.622534069    ","공동탕업","","","","","","","","","2","Y","","","","","자가","","","","","","N"
"3180000","3180000-202-2008-00006","20080901","","01","영업/정상","01","영업","","","","","0226752391","434.24","150751","서울특별시 영등포구 양평동5가 76번지 한신아파트 109동 비-1호","서울특별시 영등포구 양평로24길 9 109동 비-1호 (양평동5가한신아파트)","07204","한신건강목욕탕","20190501111627","U","2019-05-13 02:40:00.0","공동탕업","190394.571819262    ","448656.726986041    ","공동탕업","","","","","1","1","0","0","2","Y","0","","","","임대","0","","","","","N"
"3180000","3180000-202-1990-00471","19901008","","01","영업/정상","01","영업","","","","","02 7860161","1257.00","150894","서울특별시 영등포구 여의도동 50-0번지 ","서울특별시 영등포구 63로 45 (여의도동)","07344","시범사우나","20180713165837","I","2018-08-31 23:59:59.0","공동탕업","194370.32715363     ","446497.523930335    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1993-00476","19930319","","01","영업/정상","01","영업","","","","","02 7823553","524.66","150877","서울특별시 영등포구 여의도동 24-1번지 율촌빌딩 지하 ","서울특별시 영등포구 국제금융로 20 (여의도동율촌빌딩 지하)","07327","율촌목욕탕","20151124150631","I","2018-08-31 23:59:59.0","공동탕업","193501.453598102    ","446959.020722485    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2011-00001","20111010","","01","영업/정상","01","영업","","","","","","1437.94","150986","서울특별시 영등포구 영등포동5가 49-1번지 현대프라자 지하동 101호","서울특별시 영등포구 양산로 214 (영등포동5가 현대프라자 지하 101호)","07250","한백24시 불한증막목욕탕","20140205103738","I","2018-08-31 23:59:59.0","공동탕업","191683.586637281    ","446668.345375487    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1995-00483","19950727","","01","영업/정상","01","영업","","","","","0226373344","477.30","150901","서울특별시 영등포구 영등포동2가 94-24번지 ","서울특별시 영등포구 버드나루로7길 7 (영등포동2가)","07249","황제사우나","20110721110557","I","2018-08-31 23:59:59.0","공동탕업","191979.46040147     ","446740.301257223    ","공동탕업","","","","","1","2","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1992-00497","19921001","","03","폐업","02","폐업","20031103","","","","02 7804524","610.45","150890","서울특별시 영등포구 여의도동 44-3번지 홍우빌딩 ","","","제일사우나","20030703000000","I","2018-08-31 23:59:59.0","공동탕업","193752.566772147    ","446526.324652673    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2003-00012","20030226","","01","영업/정상","01","영업","","","","","7834121","184.84","150889","서울특별시 영등포구 여의도동 43-3번지 홍우빌딩 ","서울특별시 영등포구 국제금융로 78 홍우빌딩 지하1층 지비8(A)지비8(B)지비9호호 (여의도동)","07333","면역공방 로얄대중탕","20181220160120","U","2018-12-22 02:40:00.0","공동탕업","193844.169062846    ","446511.783285705    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2006-00002","20060406","","01","영업/정상","01","영업","","","","","0226359466","883.00","150040","서울특별시 영등포구 당산동 121-59번지 ","서울특별시 영등포구 버드나루로 135 (당산동)","07226","해천사우나","20171017145104","I","2018-08-31 23:59:59.0","공동탕업","191714.925390227    ","447548.691302462    ","공동탕업","","","","","1","2","","","","N","","","","","자가","","","","","","N"
"3180000","3180000-202-2004-00002","20040213","","01","영업/정상","01","영업","","","","","02 7827557","321.42","150876","서울특별시 영등포구 여의도동 23-3번지 하나증권 지하1층 ","서울특별시 영등포구 여의대로 66 (여의도동하나증권 지하1층)","07325","휘트니스투데이","20180102152528","I","2018-08-31 23:59:59.0","공동탕업","193191.584697735    ","446919.492015858    ","공동탕업","19","7","","","1","1","","","","N","","","","","임대","","","","","","N"
"3180000","3180000-202-2005-00007","20051125","","01","영업/정상","01","영업","","","","","0226778281","2650.00","150095","서울특별시 영등포구 문래동5가 1번지 대림(아)B-1호 ","서울특별시 영등포구 선유로 33 (문래동5가대림(아)B-1호)","07285","대림불가마사우나","20100503115607","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","190034.436613508    ","446093.483911313    ","공동탕업+찜질시설서비스영업","","","0","0","1","1","0","0","2","Y","0","","","","자가","0","","","","","N"
"3180000","3180000-202-2002-00002","20020122","","01","영업/정상","01","영업","","","","","02 8450234","450.00","150830","서울특별시 영등포구 도림동 147-46번지 ","서울특별시 영등포구 도신로 95 (도림동)","07370","학산사우나","20041112000000","I","2018-08-31 23:59:59.0","공동탕업","191318.29269673     ","445037.758315804    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2003-00010","20030225","","01","영업/정상","01","영업","","","","","0220691727","1285.95","150035","서울특별시 영등포구 영등포동5가 20-1번지 ","서울특별시 영등포구 영등포로 219 (영등포동5가)","07250","로타리사우나","20180102111223","I","2018-08-31 23:59:59.0","공동탕업","191606.174977051    ","446459.882945192    ","공동탕업","0","0","2","2","0","0","0","0","2","Y","0","","","","임대","0","","","0","0","N"
"3180000","3180000-202-2000-00008","20000102","","01","영업/정상","01","영업","","","","","0226759595","717.60","150103","서울특별시 영등포구 양평동3가 101 ","서울특별시 영등포구 선유로 201 (양평동3가)","07211","현대찜질방사우나","20210430174634","U","2021-05-02 02:40:00.0","공동탕업+찜질시설서비스영업","190517.88054611     ","447739.172359225    ","공동탕업+찜질시설서비스영업","","","","","1","1","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1996-00455","19960502","","01","영업/정상","01","영업","","","","","02 8435959","164.00","150823","서울특별시 영등포구 대림동 993-72번지 ","서울특별시 영등포구 시흥대로175길 5 (대림동)","07445","석정사우나","20100412095304","I","2018-08-31 23:59:59.0","공동탕업","191488.882466708    ","442861.809050257    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1993-00462","19930602","","01","영업/정상","01","영업","","","","","02 8430094","442.71","150841","서울특별시 영등포구 신길동 232-42번지 ","서울특별시 영등포구 신길로 167 (신길동)","07386","여인천하","20170911142034","I","2018-08-31 23:59:59.0","공동탕업","192037.173881207    ","444984.301042117    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1973-00388","19730829","","03","폐업","02","폐업","20140303","","","","0226344007","528.48","150903","서울특별시 영등포구 영등포동2가 328-11번지 ","서울특별시 영등포구 영중로14길 36 (영등포동2가)","","천일온탕","20120229103228","I","2018-08-31 23:59:59.0","공동탕업","191893.265710057    ","446366.65180534     ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2007-00002","20070402","","03","폐업","02","폐업","20171026","","","","0226331872","2666.04","150804","서울특별시 영등포구 당산동3가 558-3번지 지하1층 ","서울특별시 영등포구 선유동1로 50 (당산동3가지하1층)","07261","덕산스파","20171031171351","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","190487.78435765     ","447142.741732677    ","공동탕업+찜질시설서비스영업","14","4","","","1","1","","","2","Y","","","","","임대","","","","","","N"
"3180000","3180000-202-2013-00002","20130212","","03","폐업","02","폐업","20160818","","","","0226280555","262.44","150103","서울특별시 영등포구 양평동3가 46번지 이앤씨드림타워 203호","서울특별시 영등포구 선유로 146 2층 203호 (양평동3가 이앤씨드림타워)","07255","신통방통찜질방","20130212162146","I","2018-08-31 23:59:59.0","목욕장업 기타","190364.652010662    ","447158.946262059    ","목욕장업 기타","14","0","2","2","","","0","0","2","N","0","","","","","0","","","0","0","N"
"3180000","3180000-202-2002-00004","20020713","","03","폐업","02","폐업","20140729","","","","07088040056","1388.00","150035","서울특별시 영등포구 영등포동5가 24번지 동남상가 지하(1층) ","서울특별시 영등포구 영등포로37길 4 (영등포동5가동남상가 지하(1층))","07250","신동남사우나","20130514135417","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","191590.878296395    ","446489.41953806     ","공동탕업+찜질시설서비스영업","","","","","1","1","","","2","Y","","","","","임대","","","","","","N"
"3180000","3180000-202-2002-00009","20020322","","03","폐업","02","폐업","20100712","","","","02 8453114","580.00","150050","서울특별시 영등포구 신길동 4934번지 삼성APT 단지내 B2층 ","","","삼성불가마사우나","20041112000000","I","2018-08-31 23:59:59.0","한증막업","192445.378088921    ","444797.921491577    ","한증막업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2008-00007","20080702","","03","폐업","02","폐업","20170504","","","","0226772335","1163.46","150101","서울특별시 영등포구 양평동1가 247번지 지하1층101호 ","서울특별시 영등포구 영등포로 39 (양평동1가지하1층101호)","","양평24시불가마사우나","20170504141012","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","189877.032334127    ","446801.78225662     ","공동탕업+찜질시설서비스영업","2","1","","","1","1","0","0","2","Y","0","","","","임대","0","","","","","N"
"3180000","3180000-202-1976-00426","19760701","","03","폐업","02","폐업","20000101","","","","02",".00","150841","서울특별시 영등포구 신길동 276-1번지 ","","","삼일목욕탕","20030206000000","I","2018-08-31 23:59:59.0","공동탕업","191913.022488683    ","445157.953708408    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3180000","3180000-202-2008-00002","20080415","","03","폐업","02","폐업","20171206","","","","02 3439 0808","1335.00","150835","서울특별시 영등포구 문래동3가 55-20번지 에이스하이테크시티 1동 B144145 ","서울특별시 영등포구 경인로 775 1동 B144145호 (문래동3가 에이스하이테크시티)","07299","주식회사 와우휘트니스영등포","20171206092522","I","2018-08-31 23:59:59.0","공동탕업","190996.357288859    ","445841.377603245    ","공동탕업","17","3","0","0","1","0","0","0","4","Y","0","","","","임대","0","","","","","N"
"3180000","3180000-202-1989-00394","19891229","","03","폐업","02","폐업","19950202","","","","0207839604","268.51","150890","서울특별시 영등포구 여의도동 44-15번지 ","","","충무탕","20010802000000","I","2018-08-31 23:59:59.0","공동탕업","193840.710101987    ","446413.386546278    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3180000","3180000-202-1989-00415","19890929","","03","폐업","02","폐업","20001010","","","","0206776678","205.56","150867","서울특별시 영등포구 양평동4가 91-0번지 ","","","시온","20001012000000","I","2018-08-31 23:59:59.0","공동탕업","190601.680272452    ","448291.624665575    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3180000","3180000-202-1985-00439","19850912","","03","폐업","02","폐업","19990628","","","","0208339811","206.81","150855","서울특별시 영등포구 신길동 1212-0번지 ","","","옥수","20010802000000","I","2018-08-31 23:59:59.0","공동탕업","193069.057266238    ","445212.859555626    ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3180000","3180000-202-2001-00482","20011120","","03","폐업","02","폐업","20211020","","","","0226721001","2000.00","150042","서울특별시 영등포구 당산동2가 1 ","서울특별시 영등포구 당산로 63 (당산동2가)","07291","금강산사우나","20220114174926","U","2022-01-16 02:40:00.0","공동탕업+찜질시설서비스영업","190649.273833631    ","446497.299230076    ","공동탕업+찜질시설서비스영업","0","0","0","0","0","0","0","0","2","Y","0","","","","임대","0","0","0","0","0","N"
"3180000","3180000-202-2016-00001","20161207","","03","폐업","02","폐업","20201020","","","","","115.06","","","서울특별시 영등포구 대림로8가길 1 (대림동)","07442","신기한 토르마린(찜질방)","20201020114822","U","2020-10-22 02:40:00.0","찜질시설서비스영업","191531.775750833    ","443105.538726652    ","찜질시설서비스영업","0","0","2","","","","0","0","0","N","0","","","","","0","2","0","0","0","N"
"3180000","3180000-202-1998-00492","19981031","","03","폐업","02","폐업","20130226","","","","0226797967","485.36","150863","서울특별시 영등포구 양평동1가 131-2번지 ","","","(주)인동목욕탕","20111011134523","I","2018-08-31 23:59:59.0","공동탕업","190174.422109333    ","446768.574296159    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-2011-00002","20111024","","03","폐업","02","폐업","20130331","","","","","236.73","150841","서울특별시 영등포구 신길동 231-8번지 ","","","가나웰빙타운","20111024162934","I","2018-08-31 23:59:59.0","공동탕업","191952.154889686    ","445014.672375933    ","공동탕업","0","0","","","","","0","0","0","N","0","","","","","0","","","0","0","N"
"3180000","3180000-202-1989-00467","19891023","","03","폐업","02","폐업","20030808","","","","02 8410351","408.22","150833","서울특별시 영등포구 도림동 269-4번지 ","","","삼영목욕탕","20030808000000","I","2018-08-31 23:59:59.0","공동탕업","190690.263823507    ","445152.316872463    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1999-00001","19990304","","03","폐업","02","폐업","20070402","","","","02 8452320","260.00","150859","서울특별시 영등포구 신길동 3980번지 ","","","정수목욕탕","20041112000000","I","2018-08-31 23:59:59.0","공동탕업","192418.845869748    ","444170.617240105    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
"3180000","3180000-202-1976-00432","19760705","","03","폐업","02","폐업","20000803","","","","0208332314",".00","150858","서울특별시 영등포구 신길동 3813-0번지 ","","","수정","20030206000000","I","2018-08-31 23:59:59.0","공동탕업","192158.756508966    ","444192.03445908     ","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N"
"3180000","3180000-202-2006-00001","20060302","","03","폐업","02","폐업","20120913","","","","0226311277","1516.00","150095","서울특별시 영등포구 문래동5가 2번지 대륭오피스텔지하2층 ","서울특별시 영등포구 선유로 27 (문래동5가대륭오피스텔지하2층)","07285","건강레저스포츠","20120914091658","I","2018-08-31 23:59:59.0","공동탕업+찜질시설서비스영업","190023.48828661     ","446044.579840782    ","공동탕업+찜질시설서비스영업","","","","","2","2","","","2","Y","","","","","임대","","","","","","N"
"3180000","3180000-202-2003-00013","20030226","","03","폐업","02","폐업","20040731","","","","26338238","389.00","150033","서울특별시 영등포구 영등포동3가 7-25번지 금성빌딩3층 ","","","금성목욕탕","20030402000000","I","2018-08-31 23:59:59.0","공동탕업","191636.053345951    ","446315.067198453    ","공동탕업","","","","","","","","","","N","","","","","","","","","","","N"
